,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,income_category
1186,-121.55,39.45,18.0,2278.0,523.0,1185.0,475.0,1.3611,INLAND,1
9246,-120.06,36.97,38.0,1542.0,364.0,1220.0,334.0,1.625,INLAND,2
15064,-116.96,32.79,35.0,1081.0,266.0,691.0,259.0,2.6324,<1H OCEAN,2
13986,-117.06,34.87,14.0,3348.0,619.0,1756.0,557.0,3.5987,INLAND,3
15109,-116.96,32.86,14.0,3064.0,496.0,1681.0,503.0,4.4347,<1H OCEAN,3
17437,-120.45,34.64,17.0,1226.0,277.0,484.0,224.0,3.2167,NEAR OCEAN,3
17634,-121.93,37.27,28.0,3428.0,753.0,1753.0,729.0,4.1033,<1H OCEAN,3
16882,-122.38,37.59,31.0,3052.0,844.0,1581.0,788.0,3.0744,NEAR OCEAN,3
2397,-119.32,37.06,15.0,3111.0,651.0,276.0,107.0,5.1314,INLAND,4
10937,-117.89,33.74,32.0,660.0,145.0,959.0,113.0,3.75,<1H OCEAN,3
9426,-122.86,38.1,44.0,2602.0,509.0,691.0,343.0,4.3125,NEAR OCEAN,3
1947,-120.87,38.71,13.0,2692.0,470.0,1302.0,420.0,4.0,INLAND,3
5050,-118.33,34.02,11.0,1249.0,313.0,625.0,336.0,0.8702,<1H OCEAN,1
999,-121.82,37.69,12.0,1906.0,351.0,802.0,319.0,4.9375,INLAND,4
795,-122.08,37.64,23.0,1897.0,440.0,1109.0,418.0,3.142,NEAR BAY,3
7275,-118.24,33.99,33.0,885.0,294.0,1270.0,282.0,2.1615,<1H OCEAN,2
4986,-118.3,34.0,52.0,1718.0,354.0,1026.0,312.0,2.0,<1H OCEAN,2
18329,-122.15,37.45,52.0,2117.0,353.0,734.0,328.0,6.767,NEAR BAY,5
7010,-118.08,33.97,38.0,1026.0,190.0,789.0,193.0,4.2,<1H OCEAN,3
11987,-117.48,34.0,12.0,6751.0,1153.0,3266.0,1134.0,3.8529,INLAND,3
2010,-119.82,36.72,17.0,1276.0,242.0,927.0,238.0,2.6176,INLAND,2
14150,-117.07,32.73,18.0,2968.0,656.0,1149.0,581.0,2.6452,NEAR OCEAN,2
15085,-116.92,32.82,34.0,1765.0,284.0,772.0,282.0,5.0118,<1H OCEAN,4
9170,-118.7,34.53,5.0,14275.0,2474.0,7158.0,2311.0,5.4284,INLAND,4
3021,-119.48,35.17,36.0,116.0,20.0,39.0,18.0,3.125,INLAND,3
9938,-122.24,38.25,33.0,213.0,36.0,91.0,33.0,4.9167,NEAR BAY,4
213,-122.22,37.79,46.0,2366.0,575.0,1647.0,527.0,2.6042,NEAR BAY,2
7946,-118.14,33.86,43.0,2104.0,382.0,1071.0,396.0,5.0,<1H OCEAN,4
8949,-118.46,34.02,46.0,2571.0,502.0,1225.0,501.0,6.0436,<1H OCEAN,5
7446,-118.16,33.93,35.0,757.0,151.0,474.0,132.0,3.7361,<1H OCEAN,3
10902,-117.86,33.75,5.0,187.0,49.0,207.0,51.0,1.8,<1H OCEAN,2
1214,-120.67,37.97,9.0,7450.0,1475.0,2233.0,930.0,2.6528,INLAND,2
8414,-118.35,33.94,42.0,1028.0,278.0,1369.0,261.0,3.3125,<1H OCEAN,3
13438,-117.44,34.08,15.0,5024.0,992.0,3208.0,981.0,3.6025,INLAND,3
14197,-117.03,32.71,34.0,2328.0,444.0,1684.0,429.0,3.25,NEAR OCEAN,3
4445,-118.22,34.07,36.0,839.0,250.0,1079.0,245.0,1.7463,<1H OCEAN,2
6244,-117.99,34.05,35.0,1792.0,317.0,1441.0,306.0,3.7917,<1H OCEAN,3
13424,-117.4,34.15,4.0,12156.0,1864.0,5020.0,1524.0,4.7909,INLAND,4
14785,-117.12,32.58,34.0,2003.0,466.0,1226.0,443.0,3.0613,NEAR OCEAN,3
15814,-122.42,37.76,52.0,4001.0,1084.0,2129.0,1037.0,3.5052,NEAR BAY,3
17772,-121.85,37.36,15.0,3148.0,1116.0,3556.0,1037.0,3.0466,<1H OCEAN,3
13050,-121.32,38.59,24.0,4378.0,910.0,2149.0,812.0,2.5035,INLAND,2
17417,-120.46,34.64,26.0,2364.0,604.0,1520.0,529.0,1.9444,NEAR OCEAN,2
18716,-122.4,40.62,9.0,4794.0,889.0,2162.0,865.0,3.1439,INLAND,3
20241,-119.24,34.27,32.0,4071.0,888.0,1900.0,874.0,3.2792,NEAR OCEAN,3
1320,-121.9,38.04,36.0,1489.0,331.0,838.0,259.0,1.2024,INLAND,1
11408,-117.95,33.71,20.0,2781.0,407.0,1242.0,408.0,6.1092,<1H OCEAN,5
20090,-120.22,38.05,14.0,3803.0,689.0,1129.0,477.0,2.7188,INLAND,2
9789,-121.91,36.42,14.0,1078.0,261.0,382.0,171.0,3.7083,NEAR OCEAN,3
6083,-117.88,34.1,32.0,3357.0,621.0,1696.0,604.0,4.2685,<1H OCEAN,3
8489,-118.29,33.91,28.0,1501.0,446.0,1028.0,418.0,2.3043,<1H OCEAN,2
2972,-119.08,35.34,16.0,1535.0,238.0,768.0,236.0,5.4449,INLAND,4
8909,-118.48,34.03,19.0,902.0,284.0,414.0,272.0,1.3333,<1H OCEAN,1
7852,-118.15,33.88,24.0,4232.0,1092.0,2688.0,1035.0,2.52,<1H OCEAN,2
16401,-121.23,37.98,27.0,849.0,137.0,373.0,131.0,5.0362,INLAND,4
19370,-123.0,38.33,8.0,3223.0,637.0,851.0,418.0,5.6445,NEAR OCEAN,4
15236,-117.26,32.95,34.0,1651.0,273.0,650.0,271.0,5.6582,NEAR OCEAN,4
17266,-119.71,34.36,34.0,1706.0,276.0,628.0,243.0,4.1842,NEAR OCEAN,3
3869,-118.46,34.16,28.0,2795.0,622.0,1173.0,545.0,4.4423,<1H OCEAN,3
16506,-121.13,37.73,40.0,1126.0,220.0,667.0,235.0,3.3158,INLAND,3
14319,-117.14,32.7,47.0,552.0,161.0,593.0,174.0,0.9589,NEAR OCEAN,1
5730,-118.21,34.17,24.0,8590.0,1231.0,3401.0,1178.0,8.1325,<1H OCEAN,5
7575,-118.21,33.88,38.0,929.0,166.0,686.0,183.0,3.4485,<1H OCEAN,3
18943,-122.04,38.28,12.0,3861.0,795.0,2129.0,806.0,3.676,INLAND,3
11175,-117.97,33.82,26.0,4013.0,985.0,2442.0,922.0,3.7655,<1H OCEAN,3
20405,-118.88,34.21,26.0,1590.0,196.0,654.0,199.0,6.5851,<1H OCEAN,5
14246,-117.1,32.71,9.0,1931.0,472.0,1628.0,445.0,2.085,NEAR OCEAN,2
15376,-117.25,33.37,8.0,1755.0,530.0,1687.0,511.0,1.995,<1H OCEAN,2
1545,-121.93,37.73,8.0,831.0,231.0,404.0,224.0,3.375,<1H OCEAN,3
16688,-120.6,35.11,17.0,2495.0,524.0,1292.0,501.0,2.2625,<1H OCEAN,2
6131,-117.98,34.07,15.0,3543.0,888.0,3131.0,823.0,3.0184,INLAND,3
18027,-121.93,37.25,32.0,1555.0,287.0,779.0,284.0,6.0358,<1H OCEAN,5
12329,-116.5,33.95,10.0,7249.0,1882.0,4274.0,1621.0,1.6983,INLAND,2
11968,-117.41,34.0,38.0,2228.0,571.0,1697.0,530.0,1.9052,INLAND,2
15128,-116.91,32.87,14.0,3048.0,597.0,1690.0,576.0,4.3818,<1H OCEAN,3
15477,-117.18,33.16,15.0,5923.0,1206.0,3943.0,1006.0,3.1793,<1H OCEAN,3
18218,-122.07,37.4,16.0,3352.0,813.0,1440.0,729.0,3.7359,NEAR BAY,3
10848,-117.91,33.66,26.0,5761.0,1326.0,2681.0,1116.0,4.0341,<1H OCEAN,3
12651,-121.44,38.52,36.0,3446.0,950.0,2460.0,847.0,1.6521,INLAND,2
15101,-116.97,32.83,17.0,6659.0,1402.0,3183.0,1378.0,2.949,<1H OCEAN,2
18528,-122.04,36.96,44.0,1294.0,269.0,645.0,259.0,3.2437,NEAR OCEAN,3
5288,-118.47,34.05,27.0,4401.0,1033.0,1725.0,962.0,4.175,<1H OCEAN,3
15157,-117.06,32.99,16.0,1306.0,196.0,713.0,222.0,6.2683,<1H OCEAN,5
19339,-122.79,38.54,5.0,3986.0,737.0,1887.0,687.0,3.7768,<1H OCEAN,3
15962,-122.44,37.72,52.0,1507.0,282.0,929.0,281.0,3.8958,NEAR BAY,3
1687,-122.27,37.99,16.0,4921.0,737.0,2312.0,725.0,5.8899,NEAR BAY,4
11988,-117.51,34.0,36.0,3791.0,746.0,2258.0,672.0,3.2067,INLAND,3
16285,-121.28,37.92,30.0,1061.0,230.0,851.0,195.0,2.4412,INLAND,2
9572,-120.57,37.35,18.0,704.0,176.0,520.0,154.0,3.003,INLAND,3
12404,-116.22,33.7,9.0,3861.0,849.0,825.0,401.0,3.2833,INLAND,3
951,-121.93,37.71,26.0,4822.0,845.0,2288.0,805.0,4.2281,<1H OCEAN,3
19925,-119.32,36.32,35.0,2316.0,387.0,849.0,378.0,4.3816,INLAND,3
3537,-118.52,34.26,21.0,8850.0,2139.0,4717.0,1979.0,3.7816,<1H OCEAN,3
3246,-119.74,36.15,21.0,1548.0,308.0,1137.0,306.0,2.4688,INLAND,2
12468,-121.45,38.58,44.0,2314.0,415.0,796.0,388.0,3.4914,INLAND,3
16678,-120.63,35.13,16.0,2680.0,704.0,975.0,619.0,1.7878,<1H OCEAN,2
17778,-121.84,37.39,31.0,5524.0,914.0,2848.0,879.0,5.5592,<1H OCEAN,4
827,-122.09,37.63,35.0,1213.0,221.0,790.0,243.0,4.7019,NEAR BAY,4
171,-122.25,37.79,52.0,1339.0,391.0,1086.0,363.0,2.181,NEAR BAY,2
12065,-117.55,33.85,4.0,8207.0,1373.0,3887.0,1304.0,4.8686,INLAND,4
12774,-121.44,38.61,41.0,1404.0,313.0,765.0,330.0,1.8792,INLAND,2
13032,-121.19,38.66,26.0,1937.0,286.0,769.0,274.0,6.1185,INLAND,5
8464,-118.33,33.91,35.0,1092.0,302.0,962.0,297.0,3.5903,<1H OCEAN,3
3854,-118.43,34.18,25.0,3830.0,1105.0,2328.0,1017.0,2.6238,<1H OCEAN,2
5456,-118.47,34.0,38.0,1235.0,390.0,891.0,376.0,2.7143,<1H OCEAN,2
8008,-118.11,33.85,36.0,2418.0,389.0,1138.0,387.0,4.8393,<1H OCEAN,4
13399,-117.42,34.13,4.0,11587.0,1796.0,5804.0,1705.0,4.8283,INLAND,4
15482,-117.14,33.15,16.0,1129.0,198.0,758.0,178.0,5.0346,<1H OCEAN,4
17548,-121.87,37.35,27.0,3500.0,1036.0,3019.0,955.0,2.9222,<1H OCEAN,2
9223,-120.29,36.88,34.0,1391.0,297.0,943.0,281.0,2.4219,INLAND,2
1600,-122.12,37.89,30.0,3227.0,733.0,1260.0,684.0,4.125,NEAR BAY,3
17616,-121.93,37.28,10.0,3163.0,832.0,1537.0,797.0,4.1674,<1H OCEAN,3
12860,-121.37,38.7,18.0,3938.0,649.0,1861.0,606.0,3.6484,INLAND,3
8206,-118.16,33.79,25.0,3742.0,1180.0,3916.0,1063.0,2.4,NEAR OCEAN,2
9438,-119.98,37.43,12.0,2776.0,592.0,1236.0,489.0,2.5551,INLAND,2
3702,-118.36,34.18,36.0,2233.0,605.0,1934.0,599.0,2.8784,<1H OCEAN,2
9268,-122.49,38.1,43.0,1226.0,244.0,491.0,205.0,4.9286,NEAR BAY,4
16187,-121.3,37.96,24.0,1212.0,366.0,1202.0,343.0,1.7875,INLAND,2
19184,-122.59,38.43,20.0,2791.0,546.0,785.0,512.0,3.4561,<1H OCEAN,3
18736,-122.37,40.52,18.0,4547.0,774.0,2269.0,766.0,3.7896,INLAND,3
18478,-121.63,37.1,14.0,5034.0,797.0,2124.0,790.0,4.9028,<1H OCEAN,4
5226,-118.25,33.93,36.0,2452.0,734.0,2664.0,667.0,0.9298,<1H OCEAN,1
17732,-121.81,37.31,15.0,1794.0,366.0,1533.0,371.0,5.7843,<1H OCEAN,4
16630,-120.83,35.32,11.0,3252.0,701.0,1814.0,660.0,3.2226,NEAR OCEAN,3
1230,-120.55,38.31,18.0,1411.0,312.0,592.0,230.0,1.625,INLAND,2
20139,-119.1,34.31,21.0,2424.0,527.0,1379.0,484.0,2.6786,<1H OCEAN,2
13945,-117.2,34.26,17.0,9419.0,1455.0,1382.0,459.0,6.2233,INLAND,5
17490,-119.83,34.44,35.0,796.0,281.0,567.0,257.0,2.1389,NEAR OCEAN,2
18202,-122.04,37.39,5.0,8745.0,2211.0,3959.0,2019.0,4.7685,<1H OCEAN,4
2781,-114.63,32.76,15.0,1448.0,378.0,949.0,300.0,0.8585,INLAND,1
5622,-118.26,33.78,36.0,2191.0,739.0,2931.0,692.0,2.1311,NEAR OCEAN,2
16067,-122.48,37.75,52.0,2074.0,401.0,1136.0,409.0,4.7703,NEAR BAY,4
14943,-116.98,32.74,17.0,3943.0,843.0,1995.0,766.0,2.6944,<1H OCEAN,2
19377,-120.76,37.73,16.0,1343.0,241.0,732.0,195.0,3.5833,INLAND,3
18696,-122.37,40.58,25.0,2054.0,495.0,835.0,475.0,2.1538,INLAND,2
5681,-118.29,33.71,31.0,2809.0,666.0,1316.0,633.0,4.5606,NEAR OCEAN,4
8440,-118.36,33.91,41.0,2048.0,439.0,1191.0,429.0,3.8,<1H OCEAN,3
5545,-118.4,33.97,37.0,1364.0,248.0,494.0,242.0,4.6364,<1H OCEAN,4
19761,-122.17,40.11,24.0,1631.0,340.0,1042.0,333.0,1.7708,INLAND,2
16734,-122.4,37.68,36.0,3595.0,815.0,1649.0,755.0,3.3816,NEAR BAY,3
1316,-121.8,38.0,34.0,2738.0,475.0,1316.0,459.0,3.5368,INLAND,3
641,-122.14,37.73,52.0,2024.0,320.0,823.0,334.0,5.0,NEAR BAY,4
10664,-117.84,33.64,11.0,6840.0,1689.0,6083.0,1629.0,2.4132,<1H OCEAN,2
17378,-120.42,34.97,18.0,1932.0,350.0,1071.0,346.0,4.125,<1H OCEAN,3
1245,-122.04,39.22,27.0,1446.0,295.0,670.0,281.0,3.2625,INLAND,3
450,-122.27,37.88,52.0,2803.0,930.0,1372.0,876.0,2.1907,NEAR BAY,2
6011,-117.77,34.06,27.0,2178.0,629.0,2379.0,591.0,1.9766,INLAND,2
8832,-118.37,34.09,33.0,3180.0,865.0,1347.0,841.0,4.0651,<1H OCEAN,3
18884,-122.25,38.1,52.0,1591.0,372.0,817.0,357.0,2.1411,NEAR BAY,2
9392,-122.54,37.91,48.0,2924.0,489.0,1159.0,505.0,5.6302,NEAR BAY,4
2978,-119.07,35.33,13.0,9027.0,1901.0,4870.0,1797.0,3.406,INLAND,3
9249,-120.08,36.97,13.0,3356.0,589.0,1458.0,601.0,3.8257,INLAND,3
1705,-122.29,37.94,20.0,7578.0,1426.0,3637.0,1362.0,4.4387,NEAR BAY,3
16324,-121.33,37.98,9.0,2370.0,424.0,1129.0,386.0,5.143,INLAND,4
17684,-121.85,37.28,17.0,4208.0,954.0,1476.0,904.0,2.3971,<1H OCEAN,2
9663,-120.48,41.82,20.0,1367.0,284.0,429.0,181.0,2.0227,INLAND,2
17018,-122.29,37.52,38.0,3767.0,603.0,1455.0,615.0,6.8787,NEAR OCEAN,5
10234,-117.91,33.86,26.0,2296.0,570.0,1415.0,527.0,2.4732,<1H OCEAN,2
9244,-120.05,36.98,16.0,3705.0,739.0,2463.0,697.0,2.5288,INLAND,2
15052,-116.86,32.8,19.0,1747.0,291.0,848.0,290.0,4.875,<1H OCEAN,4
10374,-117.66,33.63,16.0,3299.0,610.0,1967.0,604.0,5.5085,<1H OCEAN,4
15018,-117.03,32.78,17.0,5481.0,1618.0,2957.0,1537.0,2.5707,<1H OCEAN,2
3513,-118.48,34.26,36.0,1770.0,296.0,938.0,304.0,5.749,<1H OCEAN,4
1400,-122.06,37.95,36.0,2213.0,386.0,950.0,370.0,4.7386,NEAR BAY,4
18616,-122.08,37.03,36.0,4682.0,899.0,2143.0,832.0,4.5096,NEAR OCEAN,4
382,-122.16,37.74,52.0,771.0,147.0,355.0,144.0,4.1458,NEAR BAY,3
9193,-119.53,37.34,26.0,4047.0,702.0,571.0,199.0,2.3482,INLAND,2
15065,-116.96,32.8,24.0,2493.0,693.0,1420.0,643.0,1.8357,<1H OCEAN,2
17285,-119.73,34.41,29.0,1769.0,297.0,703.0,269.0,4.4375,NEAR OCEAN,3
8240,-118.19,33.77,21.0,2103.0,727.0,1064.0,603.0,1.6178,NEAR OCEAN,2
6841,-118.12,34.06,23.0,1190.0,347.0,965.0,327.0,2.2261,<1H OCEAN,2
8434,-118.37,33.92,36.0,1075.0,197.0,509.0,197.0,4.9688,<1H OCEAN,4
12987,-121.27,38.7,16.0,3747.0,586.0,1817.0,590.0,4.6488,INLAND,4
387,-122.29,37.89,52.0,2248.0,422.0,870.0,377.0,3.4732,NEAR BAY,3
20116,-120.42,37.95,19.0,2787.0,578.0,1208.0,532.0,2.4922,INLAND,2
11574,-118.0,33.76,29.0,1982.0,503.0,1426.0,502.0,3.0263,<1H OCEAN,3
6741,-118.07,34.13,27.0,3787.0,913.0,1992.0,853.0,3.301,INLAND,3
6923,-118.06,34.01,34.0,1962.0,396.0,1488.0,332.0,3.9091,<1H OCEAN,3
19908,-119.26,36.3,18.0,3578.0,720.0,1540.0,640.0,2.425,INLAND,2
6307,-117.87,33.99,21.0,2837.0,515.0,2031.0,555.0,4.9271,<1H OCEAN,4
14392,-117.24,32.75,36.0,2831.0,669.0,1279.0,660.0,2.9896,NEAR OCEAN,2
16339,-121.34,38.04,16.0,3295.0,565.0,2279.0,576.0,3.6083,INLAND,3
895,-121.96,37.54,14.0,5106.0,1207.0,2738.0,1108.0,3.9909,<1H OCEAN,3
9194,-119.51,37.32,14.0,362.0,78.0,88.0,39.0,3.5893,INLAND,3
11748,-121.14,38.82,22.0,1816.0,278.0,832.0,278.0,5.07,INLAND,4
14944,-116.98,32.74,24.0,977.0,147.0,454.0,169.0,4.9286,<1H OCEAN,4
5625,-118.27,33.78,21.0,3354.0,1174.0,4426.0,1110.0,2.5262,<1H OCEAN,2
4624,-118.32,34.06,52.0,983.0,246.0,578.0,204.0,5.7393,<1H OCEAN,4
14331,-117.15,32.72,51.0,1321.0,,781.0,499.0,1.3071,NEAR OCEAN,1
1829,-122.32,37.92,22.0,1119.0,220.0,565.0,199.0,3.3594,NEAR BAY,3
17382,-120.41,34.96,21.0,1774.0,263.0,724.0,237.0,4.65,<1H OCEAN,4
5160,-118.28,33.96,23.0,1983.0,611.0,2048.0,600.0,1.5313,<1H OCEAN,2
9558,-120.57,37.43,39.0,2235.0,412.0,1268.0,402.0,2.6758,INLAND,2
11742,-121.15,38.91,23.0,1654.0,299.0,787.0,299.0,4.2723,INLAND,3
6581,-118.2,34.21,40.0,1477.0,228.0,609.0,224.0,7.8375,<1H OCEAN,5
8428,-118.36,33.92,26.0,3695.0,1144.0,2308.0,1009.0,2.6667,<1H OCEAN,2
4318,-118.34,34.09,52.0,1731.0,502.0,849.0,466.0,3.2946,<1H OCEAN,3
2774,-115.8,33.26,2.0,96.0,18.0,30.0,16.0,5.3374,INLAND,4
14856,-117.07,32.64,32.0,5135.0,1025.0,2152.0,944.0,4.1325,NEAR OCEAN,3
17195,-119.75,34.45,26.0,3578.0,677.0,1504.0,618.0,4.1375,NEAR OCEAN,3
12430,-116.26,33.65,3.0,7437.0,1222.0,574.0,302.0,10.2948,INLAND,5
6485,-118.03,34.09,29.0,1219.0,338.0,1152.0,323.0,2.8029,INLAND,2
18453,-121.78,37.22,18.0,2127.0,387.0,1547.0,402.0,5.0958,<1H OCEAN,4
19922,-119.35,36.32,10.0,3817.0,719.0,1686.0,714.0,3.8235,INLAND,3
7602,-118.26,33.89,36.0,923.0,165.0,603.0,191.0,3.5687,<1H OCEAN,3
4949,-118.3,34.01,35.0,1147.0,290.0,818.0,281.0,1.7961,<1H OCEAN,2
8961,-118.4,34.02,40.0,593.0,137.0,371.0,132.0,4.6932,<1H OCEAN,4
11775,-121.33,38.77,3.0,20214.0,3559.0,8361.0,3112.0,4.2259,INLAND,3
2281,-119.79,36.79,19.0,1524.0,448.0,960.0,386.0,1.5122,INLAND,2
20061,-119.06,35.94,18.0,3501.0,721.0,2009.0,660.0,2.6576,INLAND,2
15293,-117.28,33.1,13.0,2644.0,422.0,1197.0,399.0,6.5338,NEAR OCEAN,5
14676,-117.09,32.8,15.0,666.0,152.0,247.0,164.0,2.15,NEAR OCEAN,2
16846,-122.41,37.62,49.0,1464.0,302.0,636.0,259.0,4.25,NEAR OCEAN,3
19722,-121.76,38.94,48.0,540.0,110.0,234.0,74.0,3.6111,INLAND,3
16265,-121.27,37.96,41.0,461.0,101.0,382.0,79.0,1.275,INLAND,1
1730,-122.35,37.98,34.0,3756.0,726.0,2237.0,686.0,3.7562,NEAR BAY,3
15073,-116.99,32.8,34.0,3657.0,538.0,1513.0,562.0,5.2907,<1H OCEAN,4
2439,-119.61,36.59,10.0,2842.0,620.0,1443.0,576.0,2.2727,INLAND,2
4911,-118.27,34.01,35.0,1672.0,556.0,2106.0,519.0,1.2206,<1H OCEAN,1
16443,-121.29,38.13,31.0,1008.0,212.0,453.0,195.0,2.3917,INLAND,2
532,-122.27,37.78,52.0,1408.0,280.0,718.0,265.0,2.6806,NEAR BAY,2
4013,-118.6,34.16,32.0,3999.0,667.0,1628.0,631.0,6.0794,<1H OCEAN,5
6323,-117.98,33.98,27.0,2275.0,346.0,1039.0,333.0,6.2217,<1H OCEAN,5
5583,-118.3,33.82,26.0,2080.0,560.0,2096.0,506.0,2.8106,<1H OCEAN,2
6050,-117.74,34.03,27.0,3623.0,809.0,3712.0,754.0,3.4609,INLAND,3
13308,-117.61,34.08,20.0,3550.0,736.0,2229.0,681.0,3.0199,INLAND,3
7625,-118.27,33.86,33.0,1685.0,333.0,1484.0,318.0,4.3527,<1H OCEAN,3
19291,-122.86,38.42,38.0,1166.0,223.0,584.0,225.0,3.6667,<1H OCEAN,3
19299,-122.84,38.39,16.0,1688.0,292.0,793.0,280.0,4.4357,<1H OCEAN,3
470,-122.29,37.86,52.0,1665.0,404.0,815.0,372.0,1.9946,NEAR BAY,2
10635,-117.79,33.71,16.0,6339.0,862.0,3132.0,825.0,7.1069,<1H OCEAN,5
4827,-118.32,34.03,31.0,2206.0,501.0,1194.0,435.0,1.9531,<1H OCEAN,2
11751,-121.18,38.8,18.0,2541.0,414.0,1276.0,405.0,5.1857,INLAND,4
8948,-118.46,34.02,45.0,3803.0,970.0,1690.0,871.0,3.0476,<1H OCEAN,3
17137,-122.16,37.46,32.0,2663.0,661.0,1403.0,733.0,4.2667,NEAR BAY,3
16536,-121.24,37.79,7.0,5151.0,867.0,2553.0,805.0,4.075,INLAND,3
16486,-121.05,38.14,19.0,3326.0,561.0,1544.0,511.0,2.9875,INLAND,2
6282,-117.92,34.03,35.0,1469.0,306.0,1285.0,308.0,3.9219,<1H OCEAN,3
18143,-122.06,37.34,20.0,3435.0,593.0,1293.0,553.0,6.7578,<1H OCEAN,5
17043,-122.28,37.49,25.0,7335.0,1157.0,2626.0,1049.0,6.5475,NEAR OCEAN,5
2878,-118.97,35.38,42.0,1185.0,358.0,1038.0,299.0,0.9951,INLAND,1
19515,-121.02,37.62,14.0,5737.0,1286.0,4722.0,1210.0,1.6731,INLAND,2
1672,-122.2,38.04,31.0,3029.0,500.0,1236.0,487.0,5.6022,NEAR BAY,4
12829,-121.46,38.7,32.0,965.0,183.0,568.0,188.0,3.8611,INLAND,3
2596,-124.08,40.91,13.0,2522.0,719.0,1381.0,628.0,1.6667,NEAR OCEAN,2
16877,-122.4,37.6,52.0,1380.0,203.0,530.0,210.0,6.221,NEAR OCEAN,5
15705,-122.42,37.79,52.0,2511.0,895.0,1202.0,804.0,2.6607,NEAR BAY,2
169,-122.25,37.79,45.0,1786.0,526.0,1475.0,460.0,1.7772,NEAR BAY,2
13654,-117.31,34.04,29.0,2481.0,383.0,1188.0,385.0,4.7344,INLAND,4
9613,-120.48,37.29,17.0,2266.0,693.0,3200.0,664.0,1.5635,INLAND,2
4499,-118.21,34.05,28.0,1079.0,306.0,1358.0,285.0,2.52,<1H OCEAN,2
2766,-116.01,33.41,20.0,1996.0,515.0,659.0,295.0,2.8684,INLAND,2
18487,-121.58,37.01,15.0,2873.0,547.0,1582.0,567.0,5.1519,INLAND,4
12424,-116.11,33.64,20.0,1273.0,354.0,1548.0,355.0,2.0871,INLAND,2
2805,-119.05,35.44,5.0,2133.0,487.0,1182.0,438.0,3.0268,INLAND,3
6230,-117.94,34.06,34.0,1921.0,422.0,1230.0,447.0,3.6648,<1H OCEAN,3
439,-122.29,37.85,52.0,477.0,119.0,218.0,106.0,2.5682,NEAR BAY,2
14213,-117.05,32.69,21.0,991.0,210.0,695.0,203.0,3.625,NEAR OCEAN,3
10696,-117.74,33.61,17.0,2116.0,474.0,662.0,443.0,3.5625,<1H OCEAN,3
3582,-118.55,34.24,21.0,5751.0,1082.0,2230.0,1016.0,4.3458,<1H OCEAN,3
2577,-124.13,40.79,32.0,2017.0,359.0,855.0,346.0,3.5833,NEAR OCEAN,3
5836,-118.34,34.2,41.0,2860.0,682.0,1516.0,621.0,3.0431,<1H OCEAN,3
7009,-118.07,33.97,36.0,1887.0,370.0,1006.0,329.0,3.1554,<1H OCEAN,3
9657,-120.62,36.99,32.0,2455.0,508.0,1344.0,492.0,1.9732,INLAND,2
3457,-118.44,34.31,14.0,4151.0,941.0,3163.0,915.0,4.0301,<1H OCEAN,3
10592,-117.78,33.69,16.0,3400.0,501.0,1575.0,488.0,6.0961,<1H OCEAN,5
3429,-118.43,34.26,30.0,1246.0,373.0,1990.0,369.0,3.5104,<1H OCEAN,3
14337,-117.16,32.73,52.0,1682.0,617.0,873.0,534.0,2.0972,NEAR OCEAN,2
19604,-121.09,37.56,32.0,1717.0,325.0,1356.0,307.0,2.6705,INLAND,2
20068,-120.39,37.98,52.0,1056.0,274.0,584.0,255.0,2.1513,INLAND,2
5740,-118.25,34.16,52.0,2477.0,385.0,993.0,371.0,4.9135,<1H OCEAN,4
16639,-120.65,35.29,36.0,1940.0,315.0,850.0,298.0,3.1818,NEAR OCEAN,3
13510,-117.34,34.13,29.0,331.0,85.0,341.0,107.0,0.7069,INLAND,1
11232,-117.96,33.82,32.0,2856.0,622.0,1499.0,601.0,3.63,<1H OCEAN,3
13119,-121.29,38.36,17.0,2193.0,386.0,1148.0,372.0,4.5272,INLAND,4
4204,-118.26,34.11,47.0,2183.0,510.0,1445.0,503.0,3.6667,<1H OCEAN,3
2798,-117.69,36.13,25.0,1709.0,439.0,632.0,292.0,1.7868,INLAND,2
13722,-117.18,34.06,26.0,1953.0,446.0,1284.0,414.0,1.3485,INLAND,1
2262,-119.83,36.79,24.0,3505.0,819.0,2098.0,774.0,1.9575,INLAND,2
19495,-121.01,37.66,36.0,3679.0,613.0,1366.0,581.0,4.5,INLAND,3
2086,-119.79,36.76,52.0,1185.0,260.0,635.0,239.0,1.175,INLAND,1
75,-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,NEAR BAY,1
11178,-117.96,33.83,29.0,1194.0,176.0,474.0,170.0,6.1001,<1H OCEAN,5
13601,-117.25,34.16,35.0,2707.0,481.0,1595.0,479.0,3.9018,INLAND,3
12089,-117.33,33.87,14.0,2300.0,335.0,1001.0,311.0,5.1045,INLAND,4
13115,-121.13,38.37,10.0,1034.0,153.0,478.0,155.0,7.0326,INLAND,5
10209,-117.92,33.88,32.0,1683.0,273.0,719.0,263.0,5.3649,<1H OCEAN,4
7760,-118.14,33.91,34.0,2011.0,472.0,1087.0,423.0,3.0465,<1H OCEAN,3
8627,-118.39,33.88,33.0,2543.0,439.0,1098.0,416.0,5.9683,<1H OCEAN,4
